,state,fips,cases,deaths,employed-sugar-intake-daily
16794,Wisconsin,55,1503538,12291,29.7 
16795,Alaska,2,211117,1057,26.2 
16796,Arizona,4,1858385,26206,33.0 
16797,California,6,8287535,80038,22.9 
16798,Connecticut,9,696070,9985,18.9 
16799,District of Columbia,11,129817,1284,18.5 
16800,Indiana,18,1607951,21301,35.9 
16801,Iowa,19,712288,8501,34.2 
16802,Kansas,20,723285,7550,32.4 
16803,Kentucky,21,1155055,12905,43.4 
16804,Louisiana,22,1160130,15631,46.9 
16805,Maryland,24,954469,13465,28.0 
16806,Minnesota,27,1309815,11532,23.5 
16807,Mississippi,28,717666,10831,49.7 
16808,Nebraska,31,435358,3666,31.1 
16809,New Jersey,34,2109783,31412,22.7 
16810,New York,36,4779854,64176,23.1 
16811,North Carolina,37,2373587,20605,42.1 
16812,Ohio,39,2576245,33071,32.0 
16813,Oklahoma,40,953116,12044,46.5 
16814,South Carolina,45,1355116,15266,42.0 
16815,Utah,49,875414,4107,30.3 
16816,Vermont,50,104160,533,16.7 
16817,West Virginia,54,445061,5743,46.1 
16818,Wisconsin,55,1503538,12291,29.7 
16819,Alaska,2,215643,1057,26.2 
16820,Arizona,4,1870644,26205,33.0 
16821,California,6,8411819,80267,22.9 
16822,Connecticut,9,699400,10010,18.9 
16823,District of Columbia,11,130888,1289,18.5 
16824,Indiana,18,1627324,21356,35.9 
16825,Iowa,19,712288,8501,34.2 
16826,Kansas,20,731036,7565,32.4 
16827,Kentucky,21,1172511,12974,43.4 
16828,Louisiana,22,1170212,15674,46.9 
16829,Maryland,24,955537,13484,28.0 
16830,Minnesota,27,1321903,11561,23.5 
16831,Mississippi,28,727418,10935,49.7 
16832,Nebraska,31,439326,3666,31.1 
16833,New Jersey,34,2111856,31442,22.7 
16834,New York,36,4789532,64247,23.1 
16835,North Carolina,37,2421306,20767,42.1 
16836,Ohio,39,2580405,33071,32.0 
16837,Oklahoma,40,976914,12044,46.5 
16838,South Carolina,45,1385019,15480,42.0 
16839,Utah,49,885686,4118,30.3 
16840,Vermont,50,104472,536,16.7 
16841,West Virginia,54,446771,5763,46.1 
16842,Wisconsin,55,1516634,12374,29.7 
16843,Alaska,2,215643,1057,26.2 
16844,Arizona,4,1878211,26345,33.0 
16845,California,6,8447069,80434,22.9 
16846,Connecticut,9,700640,10076,18.9 
16847,District of Columbia,11,130949,1290,18.5 
16848,Indiana,18,1632993,21487,35.9 
16849,Iowa,19,719703,8501,34.2 
16850,Kansas,20,731161,7567,32.4 
16851,Kentucky,21,1179699,13008,43.4 
16852,Louisiana,22,1174941,15744,46.9 
16853,Maryland,24,957036,13532,28.0 
16854,Minnesota,27,1343240,11607,23.5 
16855,Mississippi,28,731667,11044,49.7 
16856,Nebraska,31,441456,3705,31.1 
16857,New Jersey,34,2115305,31557,22.7 
16858,New York,36,4796000,64461,23.1 
16859,North Carolina,37,2430619,20827,42.1 
16860,Ohio,39,2586903,33537,32.0 
16861,Oklahoma,40,979349,12044,46.5 
16862,South Carolina,45,1389266,15508,42.0 
16863,Utah,49,888532,4138,30.3 
16864,Vermont,50,104837,542,16.7 
16865,West Virginia,54,448922,5778,46.1 
16866,Wisconsin,55,1520874,12453,29.7 
16867,Alaska,2,219767,1064,26.2 
16868,Arizona,4,1886541,26369,33.0 
16869,California,6,8483510,80727,22.9 
16870,Connecticut,9,702426,10083,18.9 
16871,District of Columbia,11,131093,1290,18.5 
16872,Indiana,18,1639907,21598,35.9 
16873,Iowa,19,722589,8657,34.2 
16874,Kansas,20,740099,7604,32.4 
16875,Kentucky,21,1188934,13034,43.4 
16876,Louisiana,22,1179814,15781,46.9 
16877,Maryland,24,958385,13572,28.0 
16878,Minnesota,27,1347150,11666,23.5 
16879,Mississippi,28,737607,11170,49.7 
16880,Nebraska,31,443144,3705,31.1 
16881,New Jersey,34,2119298,31663,22.7 
16882,New York,36,4804328,64646,23.1 
16883,North Carolina,37,2443062,20917,42.1 
16884,Ohio,39,2595504,33537,32.0 
16885,Oklahoma,40,983937,12193,46.5 
16886,South Carolina,45,1394651,15609,42.0 
16887,Utah,49,892141,4150,30.3 
16888,Vermont,50,105569,545,16.7 
16889,West Virginia,54,451910,5814,46.1 
16890,Wisconsin,55,1526321,12509,29.7 
16891,Alaska,2,219767,1064,26.2 
16892,Arizona,4,1894335,26430,33.0 
16893,California,6,8562030,80922,22.9 
16894,Connecticut,9,704871,10083,18.9 
16895,District of Columbia,11,131284,1291,18.5 
16896,Indiana,18,1646533,21666,35.9 
16897,Iowa,19,724912,8657,34.2 
16898,Kansas,20,740153,7608,32.4 
16899,Kentucky,21,1197175,13058,43.4 
16900,Louisiana,22,1185174,15841,46.9 
16901,Maryland,24,960459,13611,28.0 
16902,Minnesota,27,1352598,11711,23.5 
16903,Mississippi,28,744023,11202,49.7 
16904,Nebraska,31,444695,3731,31.1 
16905,New Jersey,34,2123207,31769,22.7 
16906,New York,36,4814634,64812,23.1 
16907,North Carolina,37,2458111,21037,42.1 
16908,Ohio,39,2601241,33537,32.0 
16909,Oklahoma,40,988190,12193,46.5 
16910,South Carolina,45,1400276,15744,42.0 
16911,Utah,49,895624,4160,30.3 
16912,Vermont,50,106174,548,16.7 
16913,West Virginia,54,455201,5829,46.1 
16914,Wisconsin,55,1531529,12548,29.7 
16915,Alaska,2,223573,1064,26.2 
16916,Arizona,4,1903412,26530,33.0 
16917,California,6,8604465,81180,22.9 
16918,Connecticut,9,706140,10159,18.9 
16919,District of Columbia,11,131543,1293,18.5 
16920,Indiana,18,1650853,21712,35.9 
16921,Iowa,19,724912,8657,34.2 
16922,Kansas,20,744965,7743,32.4 
16923,Kentucky,21,1204104,13089,43.4 
16924,Louisiana,22,1192375,15905,46.9 
16925,Maryland,24,962063,13655,28.0 
16926,Minnesota,27,1359208,11749,23.5 
16927,Mississippi,28,751862,11250,49.7 
16928,Nebraska,31,445793,3755,31.1 
16929,New Jersey,34,2126230,31868,22.7 
16930,New York,36,4822350,64965,23.1 
16931,North Carolina,37,2470404,21107,42.1 
16932,Ohio,39,2605245,34217,32.0 
16933,Oklahoma,40,992932,12193,46.5 
16934,South Carolina,45,1406933,15791,42.0 
16935,Utah,49,898432,4173,30.3 
16936,Vermont,50,106690,553,16.7 
16937,West Virginia,54,458112,5846,46.1 
16938,Wisconsin,55,1535483,12600,29.7 
16939,Alaska,2,223573,1064,26.2 
16940,Arizona,4,1911655,26628,33.0 
16941,California,6,8614417,81267,22.9 
16942,Connecticut,9,706140,10159,18.9 
16943,District of Columbia,11,131543,1293,18.5 
16944,Indiana,18,1650853,21712,35.9 
16945,Iowa,19,729700,8657,34.2 
16946,Kansas,20,744965,7743,32.4 
16947,Kentucky,21,1204762,13090,43.4 
16948,Louisiana,22,1192375,15905,46.9 
16949,Maryland,24,963691,13691,28.0 
16950,Minnesota,27,1359208,11749,23.5 
16951,Mississippi,28,751862,11250,49.7 
16952,Nebraska,31,445793,3755,31.1 
16953,New Jersey,34,2129191,31948,22.7 
16954,New York,36,4827018,65013,23.1 
16955,North Carolina,37,2470404,21107,42.1 
16956,Ohio,39,2608055,34217,32.0 
16957,Oklahoma,40,995546,12193,46.5 
16958,South Carolina,45,1406933,15791,42.0 
16959,Utah,49,898432,4173,30.3 
16960,Vermont,50,106690,553,16.7 
16961,West Virginia,54,461846,5846,46.1 
16962,Wisconsin,55,1535483,12600,29.7 
16963,Alaska,2,223573,1064,26.2 
16964,Arizona,4,1918034,26639,33.0 
16965,California,6,8621360,81334,22.9 
16966,Connecticut,9,706140,10159,18.9 
16967,District of Columbia,11,131543,1293,18.5 
16968,Indiana,18,1650853,21712,35.9 
16969,Iowa,19,729700,8657,34.2 
16970,Kansas,20,744965,7743,32.4 
16971,Kentucky,21,1205118,13091,43.4 
16972,Louisiana,22,1192375,15905,46.9 
16973,Maryland,24,964815,13724,28.0 
16974,Minnesota,27,1359208,11749,23.5 
16975,Mississippi,28,751862,11250,49.7 
16976,Nebraska,31,445793,3755,31.1 
16977,New Jersey,34,2131015,31966,22.7 
16978,New York,36,4835502,65148,23.1 
16979,North Carolina,37,2470404,21107,42.1 
16980,Ohio,39,2610125,34217,32.0 
16981,Oklahoma,40,995546,12193,46.5 
16982,South Carolina,45,1406933,15791,42.0 
16983,Utah,49,898432,4173,30.3 
16984,Vermont,50,106690,553,16.7 
16985,West Virginia,54,463357,5846,46.1 
16986,Wisconsin,55,1535483,12600,29.7 
16987,Alaska,2,226616,1064,26.2 
16988,Arizona,4,1922450,26639,33.0 
16989,California,6,8658747,81524,22.9 
16990,Connecticut,9,708278,10159,18.9 
16991,District of Columbia,11,132170,1304,18.5 
16992,Indiana,18,1655907,21812,35.9 
16993,Iowa,19,729700,8657,34.2 
16994,Kansas,20,748991,7752,32.4 
16995,Kentucky,21,1212237,13176,43.4 
16996,Louisiana,22,1199682,15953,46.9 
16997,Maryland,24,965587,13745,28.0 
16998,Minnesota,27,1365034,11784,23.5 
16999,Mississippi,28,768457,11285,49.7 
17000,Nebraska,31,447455,3755,31.1 
17001,New Jersey,34,2132154,31987,22.7 
17002,New York,36,4839530,65217,23.1 
17003,North Carolina,37,2494578,21259,42.1 
17004,Ohio,39,2612719,34217,32.0 
17005,Oklahoma,40,997783,12193,46.5 
17006,South Carolina,45,1421539,15929,42.0 
17007,Utah,49,903940,4191,30.3 
17008,Vermont,50,107478,553,16.7 
17009,West Virginia,54,464630,5877,46.1 
17010,Wisconsin,55,1542757,12669,29.7 
17011,Alaska,2,226616,1064,26.2 
17012,Arizona,4,1926240,26822,33.0 
17013,California,6,8702299,81806,22.9 
17014,Connecticut,9,709621,10158,18.9 
17015,District of Columbia,11,132257,1304,18.5 
17016,Indiana,18,1659054,21911,35.9 
17017,Iowa,19,733153,8657,34.2 
17018,Kansas,20,749114,7755,32.4 
17019,Kentucky,21,1218456,13213,43.4 
17020,Louisiana,22,1202265,16016,46.9 
17021,Maryland,24,966325,13787,28.0 
17022,Minnesota,27,1375429,11832,23.5 
17023,Mississippi,28,770522,11378,49.7 
17024,Nebraska,31,448709,3802,31.1 
17025,New Jersey,34,2134058,32094,22.7 
17026,New York,36,4843719,65402,23.1 
17027,North Carolina,37,2499100,21335,42.1 
17028,Ohio,39,2617104,34592,32.0 
17029,Oklahoma,40,998769,12193,46.5 
17030,South Carolina,45,1423919,15986,42.0 
17031,Utah,49,905282,4223,30.3 
17032,Vermont,50,107679,558,16.7 
17033,West Virginia,54,466125,5900,46.1 
17034,Wisconsin,55,1545293,12740,29.7 
17035,Alaska,2,228852,1082,26.2 
17036,Arizona,4,1931642,26856,33.0 
17037,California,6,8753919,82108,22.9 
17038,Connecticut,9,710669,10214,18.9 
17039,District of Columbia,11,132384,1305,18.5 
17040,Indiana,18,1659054,21911,35.9 
17041,Iowa,19,735422,8829,34.2 
17042,Kansas,20,753534,7843,32.4 
17043,Kentucky,21,1224302,13263,43.4 
17044,Louisiana,22,1204688,16066,46.9 
17045,Maryland,24,967076,13827,28.0 
17046,Minnesota,27,1379252,11872,23.5 
17047,Mississippi,28,772844,11455,49.7 
17048,Nebraska,31,449393,3802,31.1 
17049,New Jersey,34,2136387,32187,22.7 
17050,New York,36,4849690,65553,23.1 
17051,North Carolina,37,2509931,21494,42.1 
17052,Ohio,39,2621375,34592,32.0 
17053,Oklahoma,40,1000480,12425,46.5 
17054,South Carolina,45,1427869,16018,42.0 
17055,Utah,49,907346,4237,30.3 
17056,Vermont,50,108166,562,16.7 
17057,West Virginia,54,468391,5939,46.1 
17058,Wisconsin,55,1548408,12786,29.7 
17059,Alaska,2,228852,1082,26.2 
17060,Arizona,4,1939021,27021,33.0 
17061,California,6,8767710,82321,22.9 
17062,Connecticut,9,711695,10219,18.9 
17063,District of Columbia,11,132628,1305,18.5 
17064,Indiana,18,1665497,22028,35.9 
17065,Iowa,19,736703,8829,34.2 
17066,Kansas,20,753534,7844,32.4 
17067,Kentucky,21,1230196,13310,43.4 
17068,Louisiana,22,1207405,16138,46.9 
17069,Maryland,24,968176,13864,28.0 
17070,Minnesota,27,1383715,11921,23.5 
17071,Mississippi,28,774505,11508,49.7 
17072,Nebraska,31,450048,3809,31.1 
17073,New Jersey,34,2139579,32260,22.7 
17074,New York,36,4857125,65665,23.1 
17075,North Carolina,37,2518790,21590,42.1 
17076,Ohio,39,2625551,34592,32.0 
17077,Oklahoma,40,1003158,12425,46.5 
17078,South Carolina,45,1431067,16136,42.0 
17079,Utah,49,909283,4250,30.3 
17080,Vermont,50,108577,565,16.7 
17081,West Virginia,54,470807,5966,46.1 
17082,Wisconsin,55,1551347,12843,29.7 
17083,Alaska,2,230713,1082,26.2 
17084,Arizona,4,1941802,27073,33.0 
17085,California,6,8791266,82578,22.9 
17086,Connecticut,9,712884,10260,18.9 
17087,District of Columbia,11,132820,1309,18.5 
17088,Indiana,18,1668288,22136,35.9 
17089,Iowa,19,736703,8829,34.2 
17090,Kansas,20,753803,7843,32.4 
17091,Kentucky,21,1234992,13349,43.4 
17092,Louisiana,22,1210398,16176,46.9 
17093,Maryland,24,968907,13874,28.0 
17094,Minnesota,27,1388561,11957,23.5 
17095,Mississippi,28,776717,11558,49.7 
17096,Nebraska,31,450661,3815,31.1 
17097,New Jersey,34,2142157,32319,22.7 
17098,New York,36,4861945,65785,23.1 
17099,North Carolina,37,2526256,21675,42.1 
17100,Ohio,39,2628814,35005,32.0 
17101,Oklahoma,40,1005388,12425,46.5 
17102,South Carolina,45,1431067,16136,42.0 
17103,Utah,49,911075,4261,30.3 
17104,Vermont,50,108969,566,16.7 
17105,West Virginia,54,472928,5992,46.1 
17106,Wisconsin,55,1553717,12877,29.7 
17107,Alaska,2,230713,1082,26.2 
17108,Arizona,4,1946086,27164,33.0 
17109,California,6,8795926,82660,22.9 
17110,Connecticut,9,712884,10260,18.9 
17111,District of Columbia,11,132820,1309,18.5 
17112,Indiana,18,1668288,22136,35.9 
17113,Iowa,19,739566,8829,34.2 
17114,Kansas,20,753803,7843,32.4 
17115,Kentucky,21,1235509,13355,43.4 
17116,Louisiana,22,1210398,16176,46.9 
17117,Maryland,24,969848,13905,28.0 
17118,Minnesota,27,1388561,11957,23.5 
17119,Mississippi,28,776717,11558,49.7 
17120,Nebraska,31,450661,3815,31.1 
17121,New Jersey,34,2144050,32374,22.7 
17122,New York,36,4864803,65785,23.1 
17123,North Carolina,37,2526256,21675,42.1 
17124,Ohio,39,2630846,35005,32.0 
17125,Oklahoma,40,1006846,12425,46.5 
17126,South Carolina,45,1431067,16136,42.0 
17127,Utah,49,911075,4261,30.3 
17128,Vermont,50,108969,566,16.7 
17129,West Virginia,54,474712,5992,46.1 
17130,Wisconsin,55,1553717,12877,29.7 
17131,Alaska,2,230713,1082,26.2 
17132,Arizona,4,1950483,27180,33.0 
17133,California,6,8800780,82727,22.9 
17134,Connecticut,9,712884,10260,18.9 
17135,District of Columbia,11,132820,1309,18.5 
17136,Indiana,18,1668288,22136,35.9 
17137,Iowa,19,739566,8829,34.2 
17138,Kansas,20,753803,7843,32.4 
17139,Kentucky,21,1236374,13355,43.4 
17140,Louisiana,22,1210398,16176,46.9 
17141,Maryland,24,970566,13917,28.0 
17142,Minnesota,27,1388561,11957,23.5 
17143,Mississippi,28,776717,11558,49.7 
17144,Nebraska,31,450661,3815,31.1 
17145,New Jersey,34,2145211,32377,22.7 
17146,New York,36,4870144,65912,23.1 
17147,North Carolina,37,2526256,21675,42.1 
17148,Ohio,39,2632336,35005,32.0 
17149,Oklahoma,40,1006846,12425,46.5 
17150,South Carolina,45,1431067,16136,42.0 
17151,Utah,49,911075,4261,30.3 
17152,Vermont,50,108969,566,16.7 
17153,West Virginia,54,476060,5992,46.1 
17154,Wisconsin,55,1553717,12877,29.7 
17155,Alaska,2,231740,1081,26.2 
17156,Arizona,4,1953168,27181,33.0 
17157,California,6,8834778,83028,22.9 
17158,Connecticut,9,714408,10260,18.9 
17159,District of Columbia,11,133295,1309,18.5 
17160,Indiana,18,1672351,22186,35.9 
17161,Iowa,19,739566,8829,34.2 
17162,Kansas,20,758882,7881,32.4 
17163,Kentucky,21,1250641,13458,43.4 
17164,Louisiana,22,1213437,16217,46.9 
17165,Maryland,24,970991,13925,28.0 
17166,Minnesota,27,1392891,11990,23.5 
17167,Mississippi,28,781436,11652,49.7 
17168,Nebraska,31,451074,3815,31.1 
17169,New Jersey,34,2146285,32399,22.7 
17170,New York,36,4872741,65943,23.1 
17171,North Carolina,37,2541259,21791,42.1 
17172,Ohio,39,2633648,35005,32.0 
17173,Oklahoma,40,1009129,12425,46.5 
17174,South Carolina,45,1442546,16241,42.0 
17175,Utah,49,914203,4300,30.3 
17176,Vermont,50,109631,574,16.7 
17177,West Virginia,54,476957,6023,46.1 
17178,Wisconsin,55,1557854,12930,29.7 
17179,Alaska,2,231740,1081,26.2 
17180,Arizona,4,1954908,27186,33.0 
17181,California,6,8847111,83226,22.9 
17182,Connecticut,9,715692,10320,18.9 
17183,District of Columbia,11,133339,1309,18.5 
17184,Indiana,18,1673820,22251,35.9 
17185,Iowa,19,741648,8829,34.2 
17186,Kansas,20,758882,7884,32.4 
17187,Kentucky,21,1254560,13486,43.4 
17188,Louisiana,22,1214994,16258,46.9 
17189,Maryland,24,971435,13939,28.0 
17190,Minnesota,27,1399324,12022,23.5 
17191,Mississippi,28,782689,11697,49.7 
17192,Nebraska,31,451718,3830,31.1 
17193,New Jersey,34,2147857,32483,22.7 
17194,New York,36,4875031,66078,23.1 
17195,North Carolina,37,2544134,21845,42.1 
17196,Ohio,39,2635769,35372,32.0 
17197,Oklahoma,40,1009507,12425,46.5 
17198,South Carolina,45,1443723,16243,42.0 
17199,Utah,49,914977,4326,30.3 
17200,Vermont,50,109793,575,16.7 
17201,West Virginia,54,477935,6067,46.1 
17202,Wisconsin,55,1559468,12969,29.7 
17203,Alaska,2,233405,1108,26.2 
17204,Arizona,4,1957085,27189,33.0 
17205,California,6,8861813,83466,22.9 
17206,Connecticut,9,717520,10318,18.9 
17207,District of Columbia,11,133459,1311,18.5 
17208,Indiana,18,1675250,22377,35.9 
17209,Iowa,19,743285,8948,34.2 
17210,Kansas,20,761283,7919,32.4 
17211,Kentucky,21,1260014,13530,43.4 
17212,Louisiana,22,1216390,16304,46.9 
17213,Maryland,24,994837,13965,28.0 
17214,Minnesota,27,1400784,12063,23.5 
17215,Mississippi,28,783751,11772,49.7 
17216,Nebraska,31,451944,3870,31.1 
17217,New Jersey,34,2150351,32544,22.7 
17218,New York,36,4878130,66152,23.1 
17219,North Carolina,37,2550228,21978,42.1 
17220,Ohio,39,2638202,35372,32.0 
17221,Oklahoma,40,1010554,12767,46.5 
17222,South Carolina,45,1445381,16407,42.0 
17223,Utah,49,916369,4336,30.3 
17224,Vermont,50,110171,575,16.7 
17225,West Virginia,54,479214,6104,46.1 
17226,Wisconsin,55,1561249,12991,29.7 
17227,Alaska,2,233405,1108,26.2 
17228,Arizona,4,1959866,27398,33.0 
17229,California,6,8870565,83686,22.9 
17230,Connecticut,9,718064,10324,18.9 
17231,District of Columbia,11,133587,1313,18.5 
17232,Indiana,18,1676718,22426,35.9 
17233,Iowa,19,743773,8948,34.2 
17234,Kansas,20,761359,7909,32.4 
17235,Kentucky,21,1264778,13566,43.4 
17236,Louisiana,22,1218262,16353,46.9 
17237,Maryland,24,995589,13981,28.0 
17238,Minnesota,27,1402609,12100,23.5 
17239,Mississippi,28,784338,11790,49.7 
17240,Nebraska,31,452189,3871,31.1 
17241,New Jersey,34,2153093,32609,22.7 
17242,New York,36,4881848,66224,23.1 
17243,North Carolina,37,2555905,22071,42.1 
17244,Ohio,39,2640201,35372,32.0 
17245,Oklahoma,40,1012168,12767,46.5 
17246,South Carolina,45,1447557,16520,42.0 
17247,Utah,49,917403,4344,30.3 
17248,Vermont,50,110417,579,16.7 
17249,West Virginia,54,480692,6146,46.1 
17250,Wisconsin,55,1563071,13045,29.7 
17251,Alaska,2,234541,1108,26.2 
17252,Arizona,4,1962920,27513,33.0 
17253,California,6,8885752,83936,22.9 
17254,Connecticut,9,719327,10357,18.9 
17255,District of Columbia,11,133697,1314,18.5 
17256,Indiana,18,1678232,22529,35.9 
17257,Iowa,19,743773,8948,34.2 
17258,Kansas,20,762769,7928,32.4 
17259,Kentucky,21,1269321,13606,43.4 
17260,Louisiana,22,1219464,16400,46.9 
17261,Maryland,24,996443,13988,28.0 
17262,Minnesota,27,1404832,12131,23.5 
17263,Mississippi,28,785528,11836,49.7 
17264,Nebraska,31,452601,3883,31.1 
17265,New Jersey,34,2155400,32647,22.7 
17266,New York,36,4886716,66303,23.1 
17267,North Carolina,37,2560860,22158,42.1 
17268,Ohio,39,2642330,35493,32.0 
17269,Oklahoma,40,1013287,12767,46.5 
17270,South Carolina,45,1449637,16533,42.0 
17271,Utah,49,918402,4359,30.3 
17272,Vermont,50,110679,583,16.7 
17273,West Virginia,54,481818,6162,46.1 
17274,Wisconsin,55,1564600,13068,29.7 
17275,Alaska,2,234541,1108,26.2 
17276,Arizona,4,1965659,27618,33.0 
17277,California,6,8888971,84020,22.9 
17278,Connecticut,9,719327,10357,18.9 
17279,District of Columbia,11,133697,1314,18.5 
17280,Indiana,18,1678232,22529,35.9 
17281,Iowa,19,745530,8948,34.2 
17282,Kansas,20,762769,7928,32.4 
17283,Kentucky,21,1270477,13609,43.4 
17284,Louisiana,22,1219464,16400,46.9 
17285,Maryland,24,997309,14003,28.0 
17286,Minnesota,27,1404832,12131,23.5 
17287,Mississippi,28,785528,11836,49.7 
17288,Nebraska,31,452601,3883,31.1 
17289,New Jersey,34,2156697,32697,22.7 
17290,New York,36,4888802,66322,23.1 
17291,North Carolina,37,2560860,22158,42.1 
17292,Ohio,39,2643929,35493,32.0 
17293,Oklahoma,40,1013287,12767,46.5 
17294,South Carolina,45,1449637,16533,42.0 
17295,Utah,49,918402,4359,30.3 
17296,Vermont,50,110679,583,16.7 
17297,West Virginia,54,481818,6162,46.1 
17298,Wisconsin,55,1564600,13068,29.7 
17299,Alaska,2,234541,1108,26.2 
17300,Arizona,4,1967702,27622,33.0 
17301,California,6,8891601,84089,22.9 
17302,Connecticut,9,719327,10357,18.9 
17303,District of Columbia,11,133697,1314,18.5 
17304,Indiana,18,1678232,22529,35.9 
17305,Iowa,19,745530,8948,34.2 
17306,Kansas,20,762769,7928,32.4 
17307,Kentucky,21,1270713,13609,43.4 
17308,Louisiana,22,1219464,16400,46.9 
17309,Maryland,24,998398,14011,28.0 
17310,Minnesota,27,1404832,12131,23.5 
17311,Mississippi,28,785528,11836,49.7 
17312,Nebraska,31,452601,3883,31.1 
17313,New Jersey,34,2158100,32701,22.7 
17314,New York,36,4890443,66349,23.1 
17315,North Carolina,37,2560860,22158,42.1 
17316,Ohio,39,2644828,35493,32.0 
17317,Oklahoma,40,1013287,12767,46.5 
17318,South Carolina,45,1449637,16533,42.0 
17319,Utah,49,918402,4359,30.3 
17320,Vermont,50,110679,583,16.7 
17321,West Virginia,54,481818,6162,46.1 
17322,Wisconsin,55,1564600,13068,29.7 
17323,Alaska,2,234541,1108,26.2 
17324,Arizona,4,1967704,27622,33.0 
17325,California,6,8892924,84109,22.9 
17326,Connecticut,9,720618,10374,18.9 
17327,District of Columbia,11,133697,1314,18.5 
17328,Indiana,18,1680769,22575,35.9 
17329,Iowa,19,745530,8948,34.2 
17330,Kansas,20,763740,7936,32.4 
17331,Kentucky,21,1275660,13676,43.4 
17332,Louisiana,22,1221493,16465,46.9 
17333,Maryland,24,998398,14011,28.0 
17334,Minnesota,27,1404832,12131,23.5 
17335,Mississippi,28,785528,11836,49.7 
17336,Nebraska,31,452901,3883,31.1 
17337,New Jersey,34,2158821,32711,22.7 
17338,New York,36,4894236,66418,23.1 
17339,North Carolina,37,2570553,22247,42.1 
17340,Ohio,39,2645679,35493,32.0 
17341,Oklahoma,40,1013287,12767,46.5 
17342,South Carolina,45,1449637,16533,42.0 
